ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,wepCost,pad0,refId,sfxVariationId,stamina,mp,category,heroPoint,pad1,
107004150,Shuriken LV3-C_1 / 3 -- 手裏剣LV3-C_1/3投目,7004,150,1,0,0,0,0,0,0,0,2,0,[0|0]
107004151,Shuriken LV3-C_1 / 3 Throw _LV0 -- 手裏剣LV3-C_1/3投目_LV0,7004,151,1,0,1,0,0,0,0,0,2,0,[0|0]
107004152,Shuriken LV3-C_1 / 3 Throw _LV1 -- 手裏剣LV3-C_1/3投目_LV1,7004,152,1,1,1,0,700451,0,0,0,2,0,[0|0]
107004153,Shuriken LV3-C_1 / 3 Throw _LV2 -- 手裏剣LV3-C_1/3投目_LV2,7004,153,1,1,1,0,700452,0,0,0,2,0,[0|0]
107004154,Shuriken LV3-C_1 / 3 Throw _LV3 -- 手裏剣LV3-C_1/3投目_LV3,7004,154,1,1,1,0,700453,0,0,0,2,0,[0|0]
107004160,Shuriken LV3-C_2 throw -- 手裏剣LV3-C_2投目,7004,160,1,0,0,0,0,0,0,0,2,0,[0|0]
107004161,Shuriken LV3-C_2 Throw _LV0 -- 手裏剣LV3-C_2投目_LV0,7004,161,1,0,1,0,0,0,0,0,2,0,[0|0]
107004162,Shuriken LV3-C_2 Throw _LV1 -- 手裏剣LV3-C_2投目_LV1,7004,162,1,1,1,0,700461,0,0,0,2,0,[0|0]
107004163,Shuriken LV3-C_2 Throw _LV2 -- 手裏剣LV3-C_2投目_LV2,7004,163,1,1,1,0,700462,0,0,0,2,0,[0|0]
107004164,Shuriken LV3-C_2 Throw _LV3 -- 手裏剣LV3-C_2投目_LV3,7004,164,1,1,1,0,700463,0,0,0,2,0,[0|0]
107005100,Shuriken LV4_ Reservoir 1/3 throw -- 手裏剣LV4_溜め1/3投目,7005,100,1,1,1,0,700500,0,0,0,2,0,[0|0]
107005110,Shuriken LV4_ 2nd throw -- 手裏剣LV4_溜め2投目,7005,110,1,1,1,0,700510,0,0,0,2,0,[0|0]
107005150,Shuriken LV4_1 / 3 throw -- 手裏剣LV4_1/3投目,7005,150,1,1,1,0,700550,0,0,0,2,0,[0|0]
107005160,Shuriken LV4_2 -- 手裏剣LV4_2投目,7005,160,1,1,1,0,700560,0,0,0,2,0,[0|0]
107100100,Firecracker_parent_reservoir -- 爆竹_親_溜め,7100,100,1,1,1,0,710000,0,0,0,2,0,[0|0]
107100110,Firecracker _ Parent _ Reservoir _ Anti-Special Attack Character -- 爆竹_親_溜め_対特攻キャラ,7100,110,1,1,0,0,710010,0,0,0,2,0,[0|0]
107100120,Firecracker_air_parent -- 爆竹_空中_親,7100,120,1,1,1,0,710020,0,0,0,2,0,[0|0]
107100130,Firecracker_Aerial_Parent_Vs. Special Attack Character -- 爆竹_空中_親_対特攻キャラ,7100,130,1,1,0,0,710030,0,0,0,2,0,[0|0]
107100150,Firecracker_parent -- 爆竹_親,7100,150,1,1,1,0,710050,0,0,0,2,0,[0|0]
107100160,Firecracker_parent_ vs. special attack character -- 爆竹_親_対特攻キャラ,7100,160,1,1,0,0,710060,0,0,0,2,0,[0|0]
107102100,Firecracker LV3-A_parent_reservoir -- 爆竹LV3-A_親_溜め,7102,100,1,1,1,0,710200,0,0,0,2,0,[0|0]
107102110,Firecracker LV3-A_Parent_Reservoir_Anti-Special Attack Character -- 爆竹LV3-A_親_溜め_対特攻キャラ,7102,110,1,1,0,0,710210,0,0,0,2,0,[0|0]
107102120,Firecracker LV3-A_Aerial_Parent -- 爆竹LV3-A_空中_親,7102,120,1,1,1,0,710220,0,0,0,2,0,[0|0]
107102130,Firecracker LV3-A_Aerial_Parent_Vs. Special Attack Character -- 爆竹LV3-A_空中_親_対特攻キャラ,7102,130,1,1,0,0,710230,0,0,0,2,0,[0|0]
107102150,Firecracker LV3-A_parent -- 爆竹LV3-A_親,7102,150,1,1,1,0,710250,0,0,0,2,0,[0|0]
107102160,Firecracker LV3-A_parent_ vs. special attack character -- 爆竹LV3-A_親_対特攻キャラ,7102,160,1,1,0,0,710260,0,0,0,2,0,[0|0]
107103100,Firecracker LV3-B_parent_reservoir -- 爆竹LV3-B_親_溜め,7103,100,1,1,1,0,710300,0,0,0,2,0,[0|0]
107103110,Firecracker LV3-B_Parent_Reservoir_Anti-Special Attack Character -- 爆竹LV3-B_親_溜め_対特攻キャラ,7103,110,1,1,0,0,710310,0,0,0,2,0,[0|0]
107103120,Firecracker LV3-B_Aerial_Parent -- 爆竹LV3-B_空中_親,7103,120,1,1,1,0,710320,0,0,0,2,0,[0|0]
107103130,Firecracker LV3-B_Aerial_Parent_Vs. Special Attack Character -- 爆竹LV3-B_空中_親_対特攻キャラ,7103,130,1,1,0,0,710330,0,0,0,2,0,[0|0]
107103150,Firecracker LV3-B_parent -- 爆竹LV3-B_親,7103,150,1,1,1,0,710350,0,0,0,2,0,[0|0]
107103160,Firecracker LV3-B_parent_ vs. special attack character -- 爆竹LV3-B_親_対特攻キャラ,7103,160,1,1,0,0,710360,0,0,0,2,0,[0|0]
107200100,Ignition_Pump shooting -- 発火_溜め撃ち,7200,100,1,1,1,0,720000,0,0,0,2,0,[0|0]
107200110,Ignition_normal shooting -- 発火_通常撃ち,7200,110,1,1,1,0,720010,0,0,0,2,0,[0|0]
107200120,Ignition_Aerial shooting -- 発火_空中撃ち,7200,120,1,1,1,0,720020,0,0,0,2,0,[0|0]
107200130,Ignition_flamethrower_start -- 発火_火炎放射_開始,7200,130,1,1,0,0,720030,0,0,0,2,0,[0|0]
107200131,Ignition_flamethrower_loop -- 発火_火炎放射_ループ,7200,131,1,1,0,0,720031,0,0,0,2,0,[0|0]
107200140,Ignition_Derived Attack Enchantment Dummy -- 発火_派生攻撃エンチャント用ダミー,7200,140,1,1,0,0,720040,0,0,0,2,0,[0|0]
107203100,Ignition LV4_ Accumulation shooting -- 発火LV4_溜め撃ち,7203,100,1,1,1,0,720300,0,0,0,2,0,[0|0]
107203110,Ignition LV4_normal shooting -- 発火LV4_通常撃ち,7203,110,1,1,1,0,720310,0,0,0,2,0,[0|0]
107203120,Ignition LV4_Aerial shooting -- 発火LV4_空中撃ち,7203,120,1,1,1,0,720320,0,0,0,2,0,[0|0]
107203130,Ignition LV4_flamethrower_start -- 発火LV4_火炎放射_開始,7203,130,1,1,0,0,720330,0,0,0,2,0,[0|0]
107203131,Ignition LV4_flamethrower_loop -- 発火LV4_火炎放射_ループ,7203,131,1,1,0,0,720331,0,0,0,2,0,[0|0]
107203140,Ignition LV4_ Derived Attack Enchantment Dummy -- 発火LV4_派生攻撃エンチャント用ダミー,7203,140,1,1,0,0,720340,0,0,0,2,0,[0|0]
107300100,Ax_Pump Attack 1 -- 斧_溜め攻撃1,7300,100,1,0,1,0,7300100,0,0,0,2,0,[0|0]
107300101,Ax_Pump Attack 2 -- 斧_溜め攻撃2,7300,101,1,0,0,0,7300101,0,0,0,2,0,[0|0]
107300102,Ax_single attack -- 斧_単発攻撃,7300,102,1,0,1,0,7300101,0,0,0,2,0,[0|0]
107300110,Ax _ front slash _ ax -- 斧_前宙斬り_斧,7300,110,1,0,0,0,7300110,0,0,0,2,0,[0|0]
107300121,Ax_Aerial attack -- 斧_空中攻撃,7300,121,1,0,1,0,7300120,0,0,0,2,0,[0|0]
107300122,Ax_Aerial Attack_Loop / Landing -- 斧_空中攻撃_ループ/着地,7300,122,1,0,0,0,7300121,0,0,0,2,0,[0|0]
107302100,Ax LV3_ Reservoir Attack 1 -- 斧LV3_溜め攻撃1,7302,100,1,0,1,0,7302100,0,0,0,2,0,[0|0]
107302101,Ax LV3_ Reservoir Attack 2 -- 斧LV3_溜め攻撃2,7302,101,1,0,0,0,7302101,0,0,0,2,0,[0|0]
107302102,Ax LV3_ single attack -- 斧LV3_単発攻撃,7302,102,1,0,1,0,7302101,0,0,0,2,0,[0|0]
107302110,Ax LV3_Front Slasher_Ax -- 斧LV3_前宙斬り_斧,7302,110,1,0,0,0,7302110,0,0,0,2,0,[0|0]
107302121,Ax LV3_ aerial attack -- 斧LV3_空中攻撃,7302,121,1,0,1,0,7302120,0,0,0,2,0,[0|0]
107302122,Ax LV3_Aerial Attack_Loop / Landing -- 斧LV3_空中攻撃_ループ/着地,7302,122,1,0,0,0,7302121,0,0,0,2,0,[0|0]
107302130,Ax LV3_ shock wave -- 斧LV3_衝撃波,7302,130,1,0,0,0,7302130,0,0,0,2,0,[0|0]
107303100,Ax LV4_ Reservoir Attack 1 -- 斧LV4_溜め攻撃1,7303,100,1,0,1,0,7303100,0,0,0,2,0,[0|0]
107303101,Ax LV4_ Reservoir Attack 2 -- 斧LV4_溜め攻撃2,7303,101,1,0,0,0,7303101,0,0,0,2,0,[0|0]
107303102,Ax LV4_ single attack -- 斧LV4_単発攻撃,7303,102,1,0,1,0,7303101,0,0,0,2,0,[0|0]
107303110,Ax LV4_Front Slasher_Ax -- 斧LV4_前宙斬り_斧,7303,110,1,0,0,0,7303110,0,0,0,2,0,[0|0]
107303121,Ax LV4_ aerial attack -- 斧LV4_空中攻撃,7303,121,1,0,1,0,7303120,0,0,0,2,0,[0|0]
107303122,Ax LV4_Aerial Attack_Loop / Landing -- 斧LV4_空中攻撃_ループ/着地,7303,122,1,0,0,0,7303121,0,0,0,2,0,[0|0]
107303130,Ax LV4_ shock wave -- 斧LV4_衝撃波,7303,130,1,0,0,0,7303130,0,0,0,2,0,[0|0]
107303140,Ax LV4_Shockwave_Phantom Eraser -- 斧LV4_衝撃波_幻影消し,7303,140,1,0,0,0,7303140,0,0,0,2,0,[0|0]
107500100,Kodachi_Table 1st stage_Left hand sword -- 小太刀_表1段目_左手刀,7500,100,1,0,1,0,7500100,0,0,0,2,0,[0|0]
107500102,Kodachi _ Table 3rd _ Left hand sword -- 小太刀_表3段目_左手刀,7500,102,1,0,1,0,7500102,0,0,0,2,0,[0|0]
107500104,Kodachi _ Table 5th _ Left hand sword -- 小太刀_表5段目_左手刀,7500,104,1,0,1,0,7500104,0,0,0,2,0,[0|0]
107500105,Kodachi _ Table 6th _ Left hand sword -- 小太刀_表6段目_左手刀,7500,105,1,0,0,0,7500105,0,0,0,2,0,[0|0]
107500110,Kodachi _ back 1st stage _ left hand sword -- 小太刀_裏1段目_左手刀,7500,110,1,0,0,0,7500110,0,0,0,2,0,[0|0]
107500111,Kodachi _ back 2nd stage _ left hand sword -- 小太刀_裏2段目_左手刀,7500,111,1,0,1,0,7500111,0,0,0,2,0,[0|0]
107500112,Kodachi_back 3rd stage_left hand sword -- 小太刀_裏3段目_左手刀,7500,112,1,0,0,0,7500112,0,0,0,2,0,[0|0]
107500113,Kodachi_back 4th stage_left hand sword -- 小太刀_裏4段目_左手刀,7500,113,1,0,1,0,7500113,0,0,0,2,0,[0|0]
107500114,Kodachi_back 5th stage_left hand sword -- 小太刀_裏5段目_左手刀,7500,114,1,0,0,0,7500114,0,0,0,2,0,[0|0]
107500115,Kodachi_back 6th stage_left hand sword -- 小太刀_裏6段目_左手刀,7500,115,1,0,1,0,7500115,0,0,0,2,0,[0|0]
107500140,Kodachi_Aerial 1st stage_Left hand sword 1 -- 小太刀_空中1段目_左手刀1,7500,140,1,0,0,0,7500140,0,0,0,2,0,[0|0]
107500141,Kodachi_Aerial 1st stage_Left hand sword 2 -- 小太刀_空中1段目_左手刀2,7500,141,1,0,1,0,7500140,0,0,0,2,0,[0|0]
107502100,Kodachi LV3-A_Table 1st stage_Left hand sword -- 小太刀LV3-A_表1段目_左手刀,7502,100,1,0,1,0,7502100,0,0,0,2,0,[0|0]
107502102,Kodachi LV3-A_Table 3rd stage_Left hand sword -- 小太刀LV3-A_表3段目_左手刀,7502,102,1,0,1,0,7502102,0,0,0,2,0,[0|0]
107502104,Kodachi LV3-A_Table 5th stage_Left hand sword -- 小太刀LV3-A_表5段目_左手刀,7502,104,1,0,1,0,7502104,0,0,0,2,0,[0|0]
107502105,Kodachi LV3-A_Table 6th row_Left hand sword -- 小太刀LV3-A_表6段目_左手刀,7502,105,1,0,0,0,7502105,0,0,0,2,0,[0|0]
107502110,Kodachi LV3-A_back 1st stage_left hand sword -- 小太刀LV3-A_裏1段目_左手刀,7502,110,1,0,0,0,7502110,0,0,0,2,0,[0|0]
107502111,Kodachi LV3-A_back 2nd stage_left hand sword -- 小太刀LV3-A_裏2段目_左手刀,7502,111,1,0,1,0,7502111,0,0,0,2,0,[0|0]
107502112,Kodachi LV3-A_back 3rd stage_left hand sword -- 小太刀LV3-A_裏3段目_左手刀,7502,112,1,0,0,0,7502112,0,0,0,2,0,[0|0]
107502113,Kodachi LV3-A_back 4th stage_left hand sword -- 小太刀LV3-A_裏4段目_左手刀,7502,113,1,0,1,0,7502113,0,0,0,2,0,[0|0]
107502114,Kodachi LV3-A_back 5th stage_left hand sword -- 小太刀LV3-A_裏5段目_左手刀,7502,114,1,0,0,0,7502114,0,0,0,2,0,[0|0]
107502115,Kodachi LV3-A_Back 6th stage_Left hand sword -- 小太刀LV3-A_裏6段目_左手刀,7502,115,1,0,1,0,7502115,0,0,0,2,0,[0|0]
107502140,Kodachi LV3-A_Aerial 1st stage_Left hand sword 1 -- 小太刀LV3-A_空中1段目_左手刀1,7502,140,1,0,0,0,7502140,0,0,0,2,0,[0|0]
107502141,Kodachi LV3-A_Aerial 1st stage_Left hand sword 2 -- 小太刀LV3-A_空中1段目_左手刀2,7502,141,1,0,1,0,7502140,0,0,0,2,0,[0|0]
107503100,Kodachi LV3-B_Table 1st stage_Left hand sword -- 小太刀LV3-B_表1段目_左手刀,7503,100,1,0,1,0,7503100,0,0,0,2,0,[0|0]
107503102,Kodachi LV3-B_Table 3rd stage_Left hand sword -- 小太刀LV3-B_表3段目_左手刀,7503,102,1,0,1,0,7503102,0,0,0,2,0,[0|0]
107503104,Kodachi LV3-B_Table 5th stage_Left hand sword -- 小太刀LV3-B_表5段目_左手刀,7503,104,1,0,1,0,7503104,0,0,0,2,0,[0|0]
107503105,Kodachi LV3-B_Table 6th row_Left hand sword -- 小太刀LV3-B_表6段目_左手刀,7503,105,1,0,0,0,7503105,0,0,0,2,0,[0|0]
107503110,Kodachi LV3-B_Back 1st stage_Left hand sword -- 小太刀LV3-B_裏1段目_左手刀,7503,110,1,0,0,0,7503110,0,0,0,2,0,[0|0]
107503111,Kodachi LV3-B_Back 2nd stage_Left hand sword -- 小太刀LV3-B_裏2段目_左手刀,7503,111,1,0,1,0,7503111,0,0,0,2,0,[0|0]
107503112,Kodachi LV3-B_back 3rd stage_left hand sword -- 小太刀LV3-B_裏3段目_左手刀,7503,112,1,0,0,0,7503112,0,0,0,2,0,[0|0]
107503113,Kodachi LV3-B_back 4th stage_left hand sword -- 小太刀LV3-B_裏4段目_左手刀,7503,113,1,0,1,0,7503113,0,0,0,2,0,[0|0]
107503114,Kodachi LV3-B_back 5th stage_left hand sword -- 小太刀LV3-B_裏5段目_左手刀,7503,114,1,0,0,0,7503114,0,0,0,2,0,[0|0]
107503115,Kodachi LV3-B_Back 6th stage_Left hand sword -- 小太刀LV3-B_裏6段目_左手刀,7503,115,1,0,1,0,7503115,0,0,0,2,0,[0|0]
107503140,Kodachi LV3-B_Aerial 1st stage_Left hand sword 1 -- 小太刀LV3-B_空中1段目_左手刀1,7503,140,1,0,0,0,7503140,0,0,0,2,0,[0|0]
107503141,Kodachi LV3-B_Aerial 1st stage_Left hand sword 2 -- 小太刀LV3-B_空中1段目_左手刀2,7503,141,1,0,1,0,7503140,0,0,0,2,0,[0|0]
107503150,Kodachi LV3-B_poison fog_front -- 小太刀LV3-B_毒霧_正面へ,7503,150,1,1,0,0,750300,0,0,0,2,0,[0|0]
107503151,Kodachi LV3-B_Poison fog_Left front -- 小太刀LV3-B_毒霧_左前へ,7503,151,1,1,0,0,750301,0,0,0,2,0,[0|0]
107503152,Kodachi LV3-B_Poison fog_To the front right -- 小太刀LV3-B_毒霧_右前へ,7503,152,1,1,0,0,750302,0,0,0,2,0,[0|0]
107600100,Iron fan_guard -- 鉄扇_ガード,7600,100,1,0,0,0,7600100,0,0,0,2,0,[0|0]
107600200,Iron fan _ Shooting attack _ Iron fan _ Bullet LV1 -- 鉄扇_放つ攻撃_鉄扇_弾丸LV1,7600,200,1,1,0,0,760000,0,0,0,2,0,[0|0]
107600210,Iron fan _ Shooting attack _ Iron fan _ Bullet LV2 -- 鉄扇_放つ攻撃_鉄扇_弾丸LV2,7600,210,1,1,0,0,760010,0,0,0,2,0,[0|0]
107600211,Iron fan_Shoot attack_Iron fan_Bullet LV2_SFX only -- 鉄扇_放つ攻撃_鉄扇_弾丸LV2_SFXのみ,7600,211,1,1,0,0,760011,0,0,0,2,0,[0|0]
107600220,Iron fan _ Shooting attack _ Iron fan _ Bullet LV3 -- 鉄扇_放つ攻撃_鉄扇_弾丸LV3,7600,220,1,1,0,0,760020,0,0,0,2,0,[0|0]
107600221,Iron fan_Shoot attack_Iron fan_Bullet LV3_SFX only -- 鉄扇_放つ攻撃_鉄扇_弾丸LV3_SFXのみ,7600,221,1,1,0,0,760021,0,0,0,2,0,[0|0]
107700110,Enemy turning _ Wind release body (remaining 1 → 0) -- 敵回し_風放ち本体（残り1→0）,7700,110,1,1,0,0,770000,0,0,0,2,0,[0|0]
107700140,Enemy Turn_Dummy for Derived Attack Enchantment -- 敵回し_派生攻撃エンチャント用ダミー,7700,140,1,1,0,0,770040,0,0,0,2,0,[0|0]
107701110,Enemy turning LV2_ Wind release body (remaining 1 → 0) -- 敵回しLV2_風放ち本体（残り1→0）,7701,110,1,1,0,0,770100,0,0,0,2,0,[0|0]
107701111,Enemy turning LV2_ Wind release body (remaining 2 → 1) -- 敵回しLV2_風放ち本体（残り2→1）,7701,111,1,1,0,0,770101,0,0,0,2,0,[0|0]
107702110,Enemy turning LV3_ Wind release body (remaining 1 → 0) -- 敵回しLV3_風放ち本体（残り1→0）,7702,110,1,1,0,0,770200,0,0,0,2,0,[0|0]
107702111,Enemy turning LV3_ Wind release body (remaining 2 → 1) -- 敵回しLV3_風放ち本体（残り2→1）,7702,111,1,1,0,0,770201,0,0,0,2,0,[0|0]
107702140,Enemy Turn LV3_ Derived Attack Enchantment Dummy -- 敵回しLV3_派生攻撃エンチャント用ダミー,7702,140,1,1,0,0,770240,0,0,0,2,0,[0|0]
107800100,Spear_Pump Charge 1 -- 槍_溜め突撃1,7800,100,1,0,1,0,7800100,0,0,0,2,0,[0|0]
107800101,Spear_Pump Charge 2 -- 槍_溜め突撃2,7800,101,1,0,0,0,7800101,0,0,0,2,0,[0|0]
107800102,Spear_Pump Charge 3_Tip -- 槍_溜め突撃3_先端,7800,102,1,0,0,0,7800105,0,0,0,2,0,[0|0]
107800103,Spear_Pump Charge 3_Intermediate -- 槍_溜め突撃3_中間,7800,103,1,0,0,0,7800106,0,0,0,2,0,[0|0]
107800104,Spear_Pump Charge 3_Root -- 槍_溜め突撃3_根元,7800,104,1,0,0,0,7800107,0,0,0,2,0,[0|0]
107800105,Spear_single thrust_tip -- 槍_単発突き_先端,7800,105,1,0,1,0,7800105,0,0,0,2,0,[0|0]
107800106,Spear _ single shot _ middle -- 槍_単発突き_中間,7800,106,1,0,0,0,7800106,0,0,0,2,0,[0|0]
107800107,Spear _ single shot _ root -- 槍_単発突き_根元,7800,107,1,0,0,0,7800107,0,0,0,2,0,[0|0]
107800110,Spear_Attract 1 -- 槍_引き寄せ1,7800,110,1,0,0,0,7800110,0,0,0,2,0,[0|0]
107800115,Spear_pull 2_tip -- 槍_引き寄せ2_先端,7800,115,1,0,0,0,7800115,0,0,0,2,0,[0|0]
107800116,Spear_Attract 2_Intermediate -- 槍_引き寄せ2_中間,7800,116,1,0,0,0,7800116,0,0,0,2,0,[0|0]
107800117,Spear_Attract 2_Root -- 槍_引き寄せ2_根元,7800,117,1,0,0,0,7800117,0,0,0,2,0,[0|0]
107802100,Spear LV2-B_ Reservoir _ Tip -- 槍LV2-B_溜めなぎ払い_先端,7802,100,1,0,1,0,7802100,0,0,0,2,0,[0|0]
107802101,Spear LV2-B_Reservoir _Intermediate -- 槍LV2-B_溜めなぎ払い_中間,7802,101,1,0,0,0,7802101,0,0,0,2,0,[0|0]
107802102,Spear LV2-B_ Reservoir _ Root -- 槍LV2-B_溜めなぎ払い_根元,7802,102,1,0,0,0,7802102,0,0,0,2,0,[0|0]
107802105,Spear LV2-B_single thrust_tip -- 槍LV2-B_単発突き_先端,7802,105,1,0,1,0,7802105,0,0,0,2,0,[0|0]
107802106,Spear LV2-B_single thrust_intermediate -- 槍LV2-B_単発突き_中間,7802,106,1,0,0,0,7802106,0,0,0,2,0,[0|0]
107802107,Spear LV2-B_single thrust_root -- 槍LV2-B_単発突き_根元,7802,107,1,0,0,0,7802107,0,0,0,2,0,[0|0]
107802110,Spear LV2-B_Attract 1 -- 槍LV2-B_引き寄せ1,7802,110,1,0,0,0,7802110,0,0,0,2,0,[0|0]
107802115,Spear LV2-B_Pulling 2_Tip -- 槍LV2-B_引き寄せ2_先端,7802,115,1,0,0,0,7802115,0,0,0,2,0,[0|0]
107802116,Spear LV2-B_Attract 2_Intermediate -- 槍LV2-B_引き寄せ2_中間,7802,116,1,0,0,0,7802116,0,0,0,2,0,[0|0]
107802117,Spear LV2-B_Attract 2_Root -- 槍LV2-B_引き寄せ2_根元,7802,117,1,0,0,0,7802117,0,0,0,2,0,[0|0]
107803100,Spear LV3-A_ Reservoir Charge 1 -- 槍LV3-A_溜め突撃1,7803,100,1,0,1,0,7803100,0,0,0,2,0,[0|0]
107803101,Spear LV3-A_ Reservoir Assault 2 -- 槍LV3-A_溜め突撃2,7803,101,1,0,0,0,7803101,0,0,0,2,0,[0|0]
107803102,Spear LV3-A_ Reservoir Assault 3_ Tip -- 槍LV3-A_溜め突撃3_先端,7803,102,1,0,0,0,7803105,0,0,0,2,0,[0|0]
107803103,Spear LV3-A_Pump Charge 3_Intermediate -- 槍LV3-A_溜め突撃3_中間,7803,103,1,0,0,0,7803106,0,0,0,2,0,[0|0]
107803104,Spear LV3-A_ Reservoir Assault 3_ Root -- 槍LV3-A_溜め突撃3_根元,7803,104,1,0,0,0,7803107,0,0,0,2,0,[0|0]
107803105,Spear LV3-A_single thrust_tip -- 槍LV3-A_単発突き_先端,7803,105,1,0,1,0,7803105,0,0,0,2,0,[0|0]
107803106,Spear LV3-A_single thrust_intermediate -- 槍LV3-A_単発突き_中間,7803,106,1,0,0,0,7803106,0,0,0,2,0,[0|0]
107803107,Spear LV3-A_single thrust_root -- 槍LV3-A_単発突き_根元,7803,107,1,0,0,0,7803107,0,0,0,2,0,[0|0]
107803110,Spear LV3-A_Attract 1 -- 槍LV3-A_引き寄せ1,7803,110,1,0,0,0,7803110,0,0,0,2,0,[0|0]
107803115,Spear LV3-A_Attract 2_ Tip -- 槍LV3-A_引き寄せ2_先端,7803,115,1,0,0,0,7803115,0,0,0,2,0,[0|0]
107803116,Spear LV3-A_Attract 2_Intermediate -- 槍LV3-A_引き寄せ2_中間,7803,116,1,0,0,0,7803116,0,0,0,2,0,[0|0]
107803117,Spear LV3-A_Attract 2_Root -- 槍LV3-A_引き寄せ2_根元,7803,117,1,0,0,0,7803117,0,0,0,2,0,[0|0]
107804100,Spear LV3-B_ Reservoir _ Tip -- 槍LV3-B_溜めなぎ払い_先端,7804,100,1,0,1,0,7804100,0,0,0,2,0,[0|0]
107804101,Spear LV3-B_Pump-up _Intermediate -- 槍LV3-B_溜めなぎ払い_中間,7804,101,1,0,0,0,7804101,0,0,0,2,0,[0|0]
107804102,Spear LV3-B_ Reservoir _ Root -- 槍LV3-B_溜めなぎ払い_根元,7804,102,1,0,0,0,7804102,0,0,0,2,0,[0|0]
107804105,Spear LV3-B_single thrust_tip -- 槍LV3-B_単発突き_先端,7804,105,1,0,1,0,7804105,0,0,0,2,0,[0|0]
